DATE,CA,TX,NY,FL,IL,PA,OH,MI,GA,NC,NJ,VA,WA,MA,IN,AZ,TN,MO,MD,WI,MN,CO,AL,SC,LA,KY,OR,OK,CT,IA,MS,AR,KS,UT,NV,NM,WV,NE,ID,HI,ME,NH,RI,MT,DE,SD,AK,ND,VT,DC,WY
2010-03-31,334032,139593,230208,165938,187526,171451,122240,104182,143855,165164,334918,242919,263449,335829,118960,164765,138870,132637,285244,157658,191353,244540,126412,157190,154444,115101,241130,107818,282462,122892,109817,106775,124940,224785,165652,182716,90564,129793,166866,521731,189957,232505,253482,213308,246213,155357,245332,167456,236672,448619,198976
2010-04-30,335291,139695,230420,165489,187435,171595,122178,104074,143605,164929,334546,243190,263722,336778,119045,164345,138817,132679,284585,157611,191685,244446,125980,156978,154385,115199,240763,108062,282854,123068,109630,106778,124908,224240,164426,182214,90763,130073,166205,524786,190698,231957,253097,213243,245675,155649,245514,167238,236793,449778,199101
2010-05-31,337087,139726,230545,164972,186367,171665,121999,104122,143424,164800,334163,243392,264134,336938,118997,163534,138844,132704,284622,157454,191812,244076,125459,156915,154409,115306,239820,108236,283266,123151,109406,106796,124906,223505,163290,181805,90927,130039,165482,525183,191501,231825,252715,213365,245318,155964,246081,167487,236920,453484,199382
2010-06-30,336751,139612,230858,164191,186458,171612,121794,104170,143058,164570,333677,243169,263454,336845,118963,162574,138739,132434,284193,156952,191287,243395,124999,156771,154341,115258,238395,108171,283297,123055,109240,106708,124741,222421,163043,180606,91010,129899,163946,529146,191171,231556,252277,213158,244957,156137,246283,168035,236973,456481,199685
2010-07-31,335603,139146,230901,163075,184356,171336,121359,103781,142121,164054,332935,242406,261497,336059,118797,160273,138546,131958,283409,156304,190433,242619,124398,156368,154188,115131,236847,107886,282778,122843,108895,106472,124435,220761,162522,179494,91047,129045,161913,531159,190235,231585,252222,212946,244274,156232,246463,168849,237384,457303,199650
2010-08-31,334063,138617,230618,161748,183268,170903,120854,103231,140860,163468,331655,241520,258881,335150,118499,158618,138205,131342,281766,155180,188918,241689,123821,155851,153931,114958,235040,107548,281834,122579,108551,106232,123968,218712,161845,178305,91094,128198,159929,533529,189182,231625,251818,212463,243016,156280,246738,169343,237832,457514,199476
2010-09-30,332857,138084,230016,160323,181510,170219,120278,102416,139321,162795,329867,240755,256659,333731,118051,156412,137798,130596,280194,153836,187225,240678,123315,155260,153773,114815,232742,107186,280620,122243,108174,105867,123484,217199,160299,177319,91030,127366,158096,534846,188583,231928,250709,212074,241755,156272,246975,169946,238062,456151,199194
2010-10-31,331221,137654,229169,158801,180559,169406,119700,101695,137989,162171,327695,240079,254168,332525,117584,154911,137340,129836,278359,152622,185539,239726,122891,154603,153614,114657,230600,106879,278823,121862,107876,105527,123134,215704,158777,175708,90895,126648,156296,536089,187957,231522,249238,211420,240217,156204,246973,170135,238235,455471,199131
2010-11-30,328961,137138,228432,157125,178673,168481,119068,100898,136581,161495,325680,239159,251747,331321,117113,152934,136889,128966,276228,151483,184152,238785,122347,153934,153389,114293,228878,106418,276726,121478,107590,105057,122829,214019,157827,174183,90696,126000,154463,538355,187222,230634,247803,210535,238573,156105,246550,170460,238227,452602,198871
2010-12-31,327006,136709,227651,155532,177069,167624,118390,100274,135417,160875,323668,238248,249371,330492,116750,151032,136387,128147,274018,150609,182458,237873,121714,153041,153000,113853,227235,106099,274657,121088,107442,104643,122517,211773,156882,172922,90523,125592,152702,538005,186323,229623,246907,209533,237229,155957,246322,170661,238311,451647,198561
2011-01-31,325336,136296,227156,153906,175467,166818,117823,99565,134163,160171,321699,237277,247507,329459,116436,149077,135735,127362,272061,149668,180875,236956,120927,152029,152223,113287,225518,105820,273521,120813,107352,104231,122183,210004,155050,172577,90304,125404,151271,537589,186306,228835,245595,208537,235724,155743,245703,170796,238029,448732,198216
2011-02-28,323906,135767,226635,152393,174244,166059,117232,99024,133129,159475,319513,236281,246139,327921,116065,147419,135165,126710,270962,148714,179057,235985,120268,150889,151406,112760,223448,105662,272561,120490,107216,103937,121906,208338,152904,172264,90073,125344,149721,535446,186655,228655,244638,207548,234422,155482,245198,170895,237772,448114,198026
2011-03-31,321729,135191,226173,150802,173104,165312,116732,98338,131802,158656,317219,235235,244255,325970,115714,146350,134556,125838,270154,147658,177560,235065,119786,150021,150501,112237,221034,105373,270939,120132,107038,103699,121387,207224,150809,171976,89696,125177,148549,534682,186950,228200,243191,206509,232508,155303,244204,171190,237420,446773,197957
2011-04-30,319515,134615,225365,149364,171244,164470,116079,97637,130338,157700,315033,234345,241975,324133,115269,144535,134105,124865,269059,146463,175855,234256,119473,149167,149907,111805,218690,104992,268963,119753,106811,103444,120778,205735,149186,171184,89430,124562,146867,532029,186282,227711,241805,205912,230810,155057,243339,171680,237308,447083,197862
2011-05-31,316483,134148,224540,147994,169952,163652,115461,96901,128663,156841,312769,233566,238605,322476,114882,142820,133612,123931,267447,145270,174177,233309,119195,148412,149377,111460,216774,104564,266980,119410,106660,103079,120334,204575,148081,170044,89256,124175,145453,530816,185628,226457,239932,205370,228728,154834,242750,171743,237014,445722,197477
2011-06-30,314683,133719,223517,146914,168117,162829,114881,96210,127184,156165,310608,233055,236075,321358,114552,140865,133262,123302,265975,144348,172654,232608,118913,147743,149061,111207,215573,104270,265845,119190,106469,102816,119999,203415,146262,168895,89252,123930,144684,529282,185258,225239,238439,205138,227059,154846,242875,171233,236864,444108,196844
2011-07-31,313282,133535,222728,145929,167701,162201,114528,95724,126063,155673,308378,232689,233901,320410,114438,139985,132931,122924,264542,143498,171392,231947,118635,147314,148916,111003,214736,104212,264619,119070,106461,102721,119788,202873,145013,168255,89212,124098,144584,528529,185310,223570,236778,204738,225838,154912,243184,170733,236645,443175,196548
2011-08-31,311913,133510,222156,145249,166631,161776,114246,95527,125405,155156,306583,232565,232531,319647,114517,139417,132664,122568,263399,143084,170624,231801,118380,146879,148853,110849,213983,104258,263117,119075,106427,102730,119582,202821,143094,167812,89163,124315,144384,526723,185153,222577,235257,204683,224934,155047,243447,170603,236466,441970,196697
2011-09-30,310302,133606,221777,144727,166107,161561,113979,95551,125123,154741,305003,232216,230945,318660,114650,139184,132380,122308,262199,142821,170010,231796,118049,146387,148732,110661,213423,104419,261426,119137,106455,102791,119466,202223,142296,167488,89191,124391,144259,524766,184947,221709,233800,204715,223743,155043,243474,170673,236378,441849,197067
2011-10-31,308514,133630,221514,144433,164371,161364,113660,95601,124871,154205,303472,231726,229494,317263,114704,139243,132077,121978,261523,142631,169405,231872,117693,145879,148684,110478,212595,104424,259714,119181,106351,102879,119220,201621,141516,167243,89263,124598,144301,523949,184698,221423,232491,204853,222482,155146,243661,170844,236406,440473,197019
2011-11-30,307811,133504,221097,144240,163494,161119,113388,95593,124574,153702,301608,231156,228067,315707,114698,139316,131813,121671,261001,142426,168683,231990,117255,145426,148599,110454,211716,104403,258551,119255,106270,102951,118964,201073,140865,167035,89393,124690,144642,521553,184333,220897,230681,204921,221526,155298,243763,171033,236694,439585,197146
2011-12-31,306676,133334,220746,144092,162061,160819,113176,95587,123919,153204,299705,230871,226919,314275,114574,140279,131595,121270,260565,142096,168062,232189,116981,145304,148502,110470,210718,104278,257226,119332,106104,102978,118724,201413,140335,166870,89455,124621,144862,521063,183928,220307,229112,205046,220456,155426,244123,171237,236695,437553,197243
2012-01-31,305992,133309,220343,144059,161323,160483,112908,95630,123434,152845,298044,230623,226210,313239,114427,140987,131522,120934,259776,141771,167617,232495,116923,145362,148503,110558,210059,104180,255808,119278,105931,102977,118696,201667,140192,166457,89492,124120,145019,520287,183256,219757,227965,205428,219351,155478,244680,171611,236621,440329,197835
2012-02-29,305491,133549,219861,144085,159817,160157,112618,95649,122934,152577,296946,230747,225210,312147,114317,142286,131442,120728,259086,141400,167555,232860,116903,145601,148489,110628,209695,104175,254324,119209,105764,103016,118778,202175,140118,166091,89524,123544,145512,520810,182420,219169,226704,205880,217825,155586,245407,172164,236437,443121,198272
2012-03-31,305718,133899,219476,144384,159484,159869,112432,95916,123018,152395,296237,230916,224928,311803,114314,143211,131463,120764,258648,141059,167793,233315,116880,145553,148658,110729,209994,104222,253192,119201,105588,103162,118942,202501,139951,165504,89576,123467,146111,522043,181679,218532,225597,206422,217126,155593,246304,173003,236215,448278,198719
2012-04-30,306468,134202,219188,144871,159029,159705,112350,96227,123221,152419,295457,231197,224807,311795,114385,145452,131488,120975,258610,140820,168373,234120,116696,145523,148875,110857,210665,104395,251964,119335,105527,103421,119097,203250,140196,165253,89609,123753,147458,523136,181473,218020,224712,206777,216464,155701,247160,173904,236086,448547,199077
2012-05-31,308052,134528,219159,145454,159052,159642,112237,96695,123639,152344,294671,231547,225764,312487,114495,148260,131603,121168,258722,140831,168883,235466,116648,145411,149155,110917,211611,104661,250767,119536,105492,103794,119133,204355,140640,165292,89585,124214,148726,525633,181534,218311,224196,207204,216581,155833,247972,175102,236034,449381,199704
2012-06-30,310014,134887,219208,146121,158643,159573,112061,97193,124072,152212,293667,231866,226889,312908,114520,151233,131661,121217,258990,140898,169667,237051,116569,145326,149304,110891,212485,104899,249046,119739,105521,104107,119277,205496,141863,165524,89562,124541,150087,526083,181907,218920,223762,207570,216201,155971,248075,176665,236085,452082,200635
2012-07-31,312360,135318,219321,146909,158042,159466,111922,97842,124597,152085,292850,232271,228310,313413,114501,153874,131807,121155,259569,141099,170506,238740,116593,145121,149250,110865,213317,105062,247983,120005,105521,104332,119393,206528,142847,165714,89607,124961,151423,528057,182329,219923,223792,208123,215730,156206,248038,178182,236135,457205,201408
2012-08-31,315314,135705,219482,147809,157493,159383,111893,98452,124939,152143,292017,232545,229708,313834,114427,156476,131930,121193,260360,141097,171549,240035,116559,144933,149243,110805,214575,105152,247456,120234,105502,104500,119567,207480,144824,165657,89669,125302,153304,528173,182663,220217,224018,208806,214610,156482,247860,179458,236195,463839,201881
2012-09-30,318724,136000,219661,148759,156984,159321,111951,99036,125118,152197,291688,232996,231148,314431,114444,159570,132120,121402,261190,141138,172756,241431,116636,144990,149300,110906,215890,105135,247278,120518,105374,104728,119587,209111,146676,166019,89752,125849,155225,530504,182846,220361,224253,209451,213750,156935,248197,180524,236279,470631,202281
2012-10-31,322925,136286,219757,149781,157334,159351,112012,99755,125340,152304,291752,233749,232862,315641,114586,162306,132274,121531,261800,141042,174234,242842,116724,145185,149371,110998,217680,105203,247595,120914,105257,104931,119670,211064,148656,166133,89822,126132,157011,532153,183076,220434,224548,210217,212884,157393,248774,181847,236155,478430,203117
2012-11-30,326802,136743,219961,150875,157885,159412,112051,100564,125944,152432,292196,234771,234900,317503,114629,165300,132406,121813,262506,141122,175854,244397,116962,145416,149312,111114,218917,105402,248013,121331,105171,105199,119824,213213,150748,166450,89907,126665,158352,536014,183883,220907,225568,211144,212414,157794,249515,183492,235903,485940,203960
2012-12-31,331911,137338,220229,152147,158476,159560,112122,101326,126793,152555,292815,235563,236929,319665,114732,166989,132595,122109,263484,141154,177480,245854,117124,145530,149315,111167,220518,105744,249072,121738,105112,105504,120026,215452,153204,166009,89970,127192,159988,538445,184735,221600,226621,212185,212073,158269,249637,185367,235847,493428,204944
2013-01-31,336943,138035,220537,153655,159144,159755,112325,102109,127859,152722,293470,236348,238527,321270,114827,169205,132827,122681,264877,141364,178927,247530,117295,145583,149394,111305,222217,106051,250092,122181,105055,105846,120108,217599,156224,165655,90114,128292,161939,540653,185441,222116,227145,213063,211978,158832,250145,187256,236056,494864,205409
2013-02-28,342899,138681,221022,155357,160032,159966,112620,103109,128978,152889,294001,237010,240285,323761,115065,170552,133160,123059,266223,141291,179964,249347,117434,145676,149656,111466,224850,106214,250659,122635,104989,106090,120076,219817,159595,165374,90312,129245,163581,542288,185822,222819,228004,213797,212366,159460,250580,189136,236296,495083,205913
2013-03-31,349472,139443,221422,157104,160646,160191,112865,104262,130061,153229,294384,237862,242421,325955,115244,172859,133531,123352,267665,141593,180731,251480,117646,146030,149944,111702,227398,106394,251410,122895,105037,106178,120298,221944,163765,165815,90574,129746,165523,544435,186074,224058,228682,214559,212892,160060,251515,190845,236528,494016,206308
2013-04-30,356800,140292,222025,158874,161565,160491,113137,105480,131075,153583,294797,238612,244892,328306,115476,174731,133952,123434,269066,142116,181516,253317,117850,146428,150144,111822,230079,106642,252602,122999,104973,106208,120589,224573,167647,166391,90791,129839,166865,548587,185950,225425,229817,215393,213439,160589,252191,192325,236494,500092,206797
2013-05-31,364306,141163,222561,160832,162167,160815,113474,106643,132178,154063,295641,239273,247447,330014,115716,176690,134293,123584,270895,142979,183094,255032,117903,146826,150380,111983,232681,106815,254344,123107,104875,106241,120938,226860,171888,167116,90994,129832,168630,550538,185774,226492,231039,216220,213411,161085,253036,193644,236413,508464,207268
2013-06-30,371882,142043,223228,162804,163362,161222,113917,107815,133382,154572,297058,239907,249425,331824,116029,179071,134669,123855,272591,143681,184850,256635,117972,147236,150747,112181,234963,107037,255981,123372,104721,106341,121024,229617,176214,167916,91171,130129,170002,552534,185723,227329,232277,217121,213493,161585,254443,194991,236176,515616,207529
2013-07-31,379353,142946,223880,164930,164466,161648,114316,109082,134599,155101,298796,240665,251581,333844,116315,181866,135010,124211,274344,144316,186820,258509,118059,147742,151258,112436,237155,107268,257086,123621,104559,106506,121119,232216,180986,168539,91383,130405,171596,553921,185718,228164,233437,217947,213741,162099,255747,196378,235997,520876,207843
2013-08-31,386601,143895,224447,167118,166051,162017,114709,110432,135957,155632,300632,241568,253616,335981,116608,184193,135516,124541,275853,145042,188616,260704,118295,148394,151707,112804,238728,107600,258191,123888,104438,106681,121193,234739,185252,169484,91585,130764,172845,559845,186065,229305,234863,218856,214912,162588,257136,197777,235889,525410,208256
2013-09-30,393030,144941,224985,169358,167450,162360,115007,111860,137391,156119,302205,242593,255918,338681,116853,186125,136077,124737,277544,145897,190384,262677,118496,148959,151933,113053,240510,107959,259343,124116,104401,106809,121399,236870,189310,169660,91851,131053,173914,566031,186280,230505,236525,219742,216199,163082,258097,199323,235818,530479,208776
2013-10-31,398614,146043,225642,171362,169008,162611,115413,113132,138865,156672,303656,243311,257700,341195,117048,187726,136765,125104,279149,146725,192042,264456,118700,149472,152126,113343,241933,108180,260238,124322,104409,106912,121638,238549,192829,170239,92122,131456,174936,572606,186628,231689,238138,220752,217876,163496,258688,200569,235754,535832,209334
2013-11-30,403761,147136,226308,173263,169812,162918,115766,114331,140107,157146,305078,243977,259084,343148,117365,188631,137479,125379,280875,147310,193401,265996,118876,149974,152373,113551,244193,108394,260848,124481,104390,106948,121869,239943,196115,170353,92419,131768,176011,577278,186577,232642,239071,221741,218979,163960,259430,201966,235758,541025,209861
2013-12-31,408222,148102,226914,174988,170845,163139,116064,115566,141401,157730,306233,244602,260320,344173,117730,190181,138091,125740,282113,147759,194560,267723,119095,150453,152774,113794,246438,108541,260841,124719,104416,106942,122133,240731,198314,171467,92661,132062,176705,582769,186474,233574,239473,222594,220033,164400,260166,203179,235757,545889,210324
2014-01-31,412736,148979,227501,176595,171450,163384,116090,116823,142499,158212,307262,245469,261812,345160,118154,191869,138619,125982,283248,148176,195795,269205,119237,151004,153266,113884,248687,108831,260596,124960,104439,106969,122361,241605,200304,172394,92816,132055,177041,588174,186426,234342,240198,223540,221164,164783,260627,204410,235764,555725,210918
2014-02-28,416455,149883,228056,177959,172355,163613,116048,117901,143580,158713,307787,246081,263644,345694,118518,194380,139013,126314,284189,148850,197115,270699,119356,151463,153697,114056,250079,109111,260578,125289,104552,107113,122621,242380,202119,173183,92870,132242,177633,593837,186342,235132,240609,224467,221904,165080,261155,205385,235664,566275,211552
2014-03-31,418666,150684,228709,179291,172743,163813,116006,118719,144454,159022,308864,246552,264680,346906,118929,195148,139338,126630,284716,149586,198661,271920,119404,151761,154014,114123,251083,109374,260202,125732,104648,107378,122596,243312,203704,173256,92919,132687,178230,597792,186271,235553,242031,225527,222424,165471,261658,206094,235457,577617,212351
2014-04-30,419758,151458,229173,180426,172912,163878,116076,119412,145339,159278,309862,246860,265645,348268,119282,195159,139605,126986,285333,149967,199977,273375,119583,151946,154273,114344,252035,109541,259829,126279,104861,107639,122620,243468,204934,173102,93024,133519,178926,600344,186685,236040,243330,226360,222621,165924,262054,206983,235399,582780,213121
2014-05-31,420412,152265,229553,181476,173328,163913,116213,120154,146109,159498,310881,247142,266138,349663,119604,195017,139938,127435,285267,150121,200934,274912,119890,152221,154276,114543,252738,109820,258945,126742,105096,107873,122637,243698,205466,172885,93195,134163,179262,602769,187383,236309,244722,227128,223727,166503,261858,207877,235502,585712,213898
2014-06-30,421277,153194,229824,182361,174045,164071,116430,120983,146827,159697,311399,247548,267649,350717,119883,195226,140353,127881,285568,150326,201500,276627,120252,152575,154179,114874,253913,110060,258609,127058,105316,108023,122870,243750,205851,172445,93355,134579,179666,607114,187964,236805,245263,227898,224681,166994,261432,208978,235819,587503,214703
2014-07-31,422605,154081,230007,183236,174789,164315,116688,121694,147593,159867,311722,247932,268908,351448,120265,195110,140778,128289,285538,150743,201727,278332,120562,153000,154063,115211,255004,110354,258277,127297,105594,108108,123194,243768,206745,172088,93500,134902,179792,610749,188210,237219,245032,229037,225490,167471,261824,210049,236100,589871,215526
2014-08-31,423335,155038,230233,183865,175206,164512,116846,122257,148312,159955,311846,248229,270016,352246,120651,195197,141123,128644,285901,151020,201766,279812,120818,153374,154211,115402,256439,110596,257688,127481,105929,108217,123575,243886,207469,171542,93684,135195,179738,613823,188099,237759,244522,229954,225679,167886,262849,211618,236335,591400,216242
2014-09-30,424602,155992,230482,184583,175720,164629,117059,122686,149076,160151,311700,248365,270822,352537,121026,194978,141386,128977,285949,151097,201709,281510,120994,153735,154457,115600,257845,110902,256926,127710,106321,108399,123978,243862,207702,171649,93911,135479,179881,614822,188282,238249,244297,230969,226054,168438,263966,213083,236552,591352,217027
2014-10-31,425955,156976,230805,185581,176001,164750,117210,123176,149776,160378,311445,248642,272145,352646,121398,195431,141595,129292,286151,151203,201660,283514,121208,154043,154737,115791,259480,111460,256458,127923,106774,108666,124301,244530,208839,171770,94180,135744,180180,615159,188500,238905,244367,231479,226342,169040,265069,215144,236832,589748,217627
2014-11-30,428377,157957,231169,186732,176556,164902,117520,123723,150504,160778,311068,248936,273666,353118,121784,196493,141776,129652,286376,151502,201818,285897,121431,154318,155263,116093,261035,111961,256334,128158,107265,108949,124645,245495,210125,172496,94417,136036,180789,616349,188710,239724,244775,232107,226800,169690,265627,216105,237110,589677,218351
2014-12-31,430172,158977,231642,187881,176934,165120,117906,124226,151159,161174,310983,249256,275446,354651,122159,197723,142123,129953,286526,151978,202308,288423,121620,154635,155617,116464,262319,112404,256206,128355,107774,109249,124949,246604,212713,172723,94649,136559,181595,617909,188750,240292,245402,232711,227223,170192,266591,217086,237444,590041,218988
2015-01-31,432095,160008,232076,188940,177292,165295,118472,124744,151804,161674,311266,249297,277422,356736,122439,198145,142585,130135,286495,152427,202775,291275,121818,155014,155919,116961,263551,112678,256060,128672,108279,109515,125334,247784,214260,172756,94806,137157,182478,620034,188750,241141,246051,233472,227715,170831,267333,217626,237744,586391,219715
2015-02-28,434266,161032,232365,190112,177394,165438,119079,125314,152419,162172,312091,249739,278938,358443,122684,198353,143141,130323,286403,152957,203697,294163,122012,155535,156123,117332,265222,113047,256097,128965,108728,109721,125671,248906,215963,172608,95041,137938,183502,621189,189428,241875,246404,234524,228382,171554,267975,218800,238081,582615,220359
2015-03-31,437501,162129,232527,191278,177884,165730,119626,126045,153020,162810,312366,250210,280922,359590,122913,199767,143679,130645,286856,153275,204514,297054,122293,156193,156572,117739,267294,113485,256536,129316,109100,109858,126150,250402,217199,172586,95256,138660,184300,623264,190509,243035,246525,235330,229071,172251,268459,220230,238360,579245,220907
2015-04-30,440223,163248,232799,192451,178639,166159,120086,126703,153704,163354,312684,250665,282741,359764,123228,201692,144233,131191,286946,153807,205585,299801,122499,156875,156983,118053,269134,113885,256888,129647,109443,110031,126646,252148,218716,172968,95525,139321,185476,625578,191163,244108,246335,236315,230188,172888,269734,221873,238569,580403,221468
2015-05-31,443063,164292,233191,193669,179394,166703,120563,127233,154534,163834,312710,251075,285287,360316,123526,203428,144917,131694,287278,154157,206312,302816,122685,157473,157428,118437,271086,114176,257296,130066,109767,110163,127193,253751,220744,173216,95741,139986,186452,628964,191599,245562,246314,237239,230705,173402,271662,223738,238695,581616,222041
2015-06-30,445270,165319,233695,194983,179612,166980,121014,127702,155429,164280,312998,251372,287261,360921,123830,204372,145563,132194,287246,154445,207008,305829,122839,158037,157841,118717,273105,114479,257352,130482,110151,110397,127750,255189,222229,173682,95965,140625,187618,630975,191922,246660,247021,238408,231420,174118,273458,225267,238698,583612,222717
2015-07-31,447381,166327,234287,196231,179900,167157,121463,128215,156206,164854,313059,251713,289202,362468,123977,205690,146189,132643,287541,154604,207735,308787,123072,158585,158327,118985,275422,114752,257503,130925,110483,110678,128208,256836,222945,174147,96175,141231,188580,633389,192804,247757,248398,239090,231884,174837,274106,226345,238631,585975,223427
2015-08-31,449915,167303,234880,197656,180144,167349,121891,128835,156965,165519,313210,252035,291706,364065,124155,206935,146793,133142,287699,154812,208555,311843,123262,159050,158619,119367,278032,115019,257731,131408,110760,111029,128636,258938,224059,174890,96361,141859,189887,633570,193714,248391,249747,239727,232722,175666,274084,226834,238561,589042,224292
2015-09-30,452840,168201,235489,199136,180481,167689,122301,129358,157692,166094,313577,252443,294367,365506,124395,208443,147459,133640,287912,155169,209558,315019,123524,159506,158996,119814,280553,115200,258197,131892,110969,111347,128955,261221,225787,175275,96574,142435,190951,634298,194238,248973,250114,240043,233294,176173,273844,227146,238397,593170,224918
2015-10-31,456050,169157,235954,200619,180718,168080,122701,129873,158383,166608,313966,252864,297131,367109,124665,209339,148195,134108,288073,155630,210530,318167,123690,160061,159403,120230,283167,115143,258087,132371,111175,111625,129354,263124,227348,175266,96753,143046,192052,636096,194634,249281,250630,240827,233634,176712,273894,227237,238367,598615,225505
2015-11-30,458586,170027,236341,201923,181003,168432,123075,130479,159058,167028,314508,253167,299725,368046,125022,210067,148973,134501,287868,156245,211634,321053,123849,160713,159689,120597,285630,115125,257454,132865,111335,111939,129700,264554,228328,174737,96953,143703,193064,638591,195036,249802,251315,241517,233972,177195,274457,227863,238375,601508,225869
2015-12-31,462086,170936,236583,203376,181454,168697,123414,131265,159729,167412,314892,253500,302267,368816,125409,210882,149660,135043,288316,156879,212706,323727,124029,161395,160063,120940,288244,115191,257119,133301,111471,112234,130045,266050,229807,174549,97134,144186,194403,640507,196237,250893,252615,242348,234353,177980,275300,228502,238313,603737,226410
2016-01-31,465176,171889,236876,204923,182045,169120,123830,131997,160569,167845,314873,253896,304613,369611,125945,212520,150395,135605,288844,157469,214006,326058,124304,162068,160261,121332,290985,115530,257289,133653,111608,112547,130365,267726,231886,174928,97443,144705,196303,642367,197424,251748,254250,242904,234780,178754,276463,229441,238343,605011,226824
2016-02-29,467854,172814,237518,206577,183075,169687,124242,132679,161393,168369,314856,254010,307335,371390,126412,213803,151150,136250,289694,158010,215107,328444,124661,162598,160587,121833,293128,115925,257694,134013,111780,112874,130810,269461,233803,175646,97695,144931,197861,644918,198267,252171,256570,243303,235448,179489,277559,230045,238709,607094,227282
2016-03-31,469576,173712,238346,207995,183966,170060,124771,133172,162350,168855,314780,254159,310010,373125,126768,214669,151946,136788,290180,158489,216088,330974,124988,163121,160635,122341,295364,116300,257737,134398,112022,113242,131237,270815,234857,176621,97963,145162,199405,647326,198695,252323,257998,243763,236200,180379,278162,230666,239430,609710,227661
2016-04-30,472259,174582,239133,209425,184727,170291,125254,133946,163293,169473,315046,254585,312734,375243,127061,215501,152650,137281,291022,159039,216773,333795,125363,163631,160884,122892,297938,116641,257417,134772,112242,113608,131629,272077,236431,177195,98135,145332,200193,649614,199560,252878,259010,244265,237207,181341,277947,231000,240089,613006,227947
2016-05-31,474847,175627,239766,210773,185246,170378,125695,134768,164176,170223,315187,255332,315073,377001,127456,216525,153237,137861,292178,159756,217443,336304,125674,164334,161272,123389,301159,116979,257237,135155,112488,114019,132086,273855,237795,177871,98340,145802,201496,651581,200291,253930,259513,244864,238164,182291,277251,230853,240380,616913,228221
2016-06-30,477586,176613,240248,212271,185901,170825,126119,135695,164897,171158,315681,256112,317660,378750,128003,217638,153834,138470,293117,160718,218387,338676,126025,165024,161840,123969,304234,117347,257141,135583,112771,114432,132569,275855,239513,178357,98500,146484,202655,654635,200957,255023,260174,245134,239352,182973,276553,230688,240685,619576,228380
2016-07-31,479982,177684,240816,213854,186661,171312,126590,136617,165539,172059,316255,256845,320582,379582,128702,218253,154562,139174,294187,161611,219637,341216,126265,165685,162344,124513,307323,117729,257244,136065,113080,114787,133110,277996,240854,178902,98656,147330,204103,657978,201148,255924,261024,245765,240656,183623,276444,230743,241086,621222,228515
2016-08-31,483001,178622,241480,215370,187393,171889,127137,137486,166187,172911,316812,257577,323219,380629,129364,219294,155363,139816,294931,162644,221166,343851,126555,166450,162805,125071,309923,118085,257191,136505,113452,115073,133605,279518,242243,179039,98786,148198,205440,663286,201854,256947,262145,246750,241619,184356,276412,231007,241451,623027,228369
2016-09-30,485791,179622,242195,216744,188024,172334,127714,138557,166735,173802,317261,258355,325994,382381,130037,220398,156292,140475,296194,163703,222517,346245,126799,167295,163231,125589,312608,118423,257003,136871,113788,115371,134112,281494,243542,179359,98850,149107,207111,668657,203074,258245,264497,247947,242311,185330,276762,231338,241761,624515,228177
2016-10-31,488820,180528,243063,218006,188733,172810,128309,139635,167453,174676,317868,259057,328488,384369,130656,221986,157222,141198,297176,164830,223934,348422,127190,168187,163572,126207,314992,118821,257359,137270,114056,115725,134594,283434,244131,180152,98896,149976,208868,673051,204450,259769,266252,248936,243071,186320,277016,231607,242026,624982,228060
2016-11-30,491404,181655,243977,219450,189601,173358,128961,140630,168245,175602,318454,259916,331509,386739,131185,223540,158232,142022,298389,165734,225164,350833,127640,168985,163837,126837,317202,119194,258210,137690,114313,116093,135052,285903,245286,181302,98914,150724,210489,675827,205970,260963,267546,249704,243912,187369,277433,231983,242464,628058,228197
2016-12-31,493646,182849,245106,220842,190537,174084,129676,141509,169202,176557,319091,260868,334482,388630,131635,224807,159238,142722,299260,166554,226333,353282,128082,169753,163983,127467,319620,119581,259181,138194,114618,116470,135550,288215,244917,182307,99006,151494,211967,678996,206963,261834,268094,250696,245000,188383,277616,232375,243033,631748,228225
2017-01-31,496098,183928,246106,222318,191534,174585,130425,142373,170001,177466,319959,261868,337479,390335,132081,225761,160116,143442,300485,167422,227306,356068,128413,170292,164218,127991,321918,119784,260120,138802,114970,116867,136081,290379,245739,182710,99051,152268,212803,681834,207989,262950,268600,251866,245937,189384,277783,232401,243543,638159,228259
2017-02-28,498753,185001,246860,223668,192299,175035,131118,143290,170870,178302,320653,262968,340397,391270,132701,226906,160887,144163,301541,168307,228318,358836,128683,170948,164370,128492,324632,120032,260734,139404,115262,117238,136666,292413,246582,182966,99158,153283,214039,684312,208812,265113,269335,253039,246365,190394,277688,232447,243960,642746,228237
2017-03-31,501905,185935,247502,225087,193187,175463,131754,144335,171736,179226,321813,263889,343382,392420,133456,228257,161794,144935,302547,169211,229563,361722,128983,171505,164873,129105,326905,120260,261360,140004,115558,117666,137317,294749,249795,182887,99277,154478,215253,686813,209699,267147,270433,254235,246183,191226,277640,232164,244430,647228,228306
2017-04-30,504768,186924,248400,226620,194015,176190,132415,145371,172653,180215,322501,264787,346717,394310,134293,229524,162899,145656,303262,170132,231107,364168,129315,172360,165433,129792,329297,120680,262182,140543,115900,118035,138007,297338,252156,183211,99502,155698,217401,690134,210866,268870,272763,255317,245464,192050,277632,231958,245003,648302,228472
