DATE,CA,TX,NY,FL,IL,PA,OH,MI,GA,NC,NJ,VA,WA,MA,IN,AZ,TN,MO,MD,WI,MN,CO,AL,SC,LA,KY,OR,OK,CT,IA,MS,AR,KS,UT,NV,NM,WV,NE,ID,HI,ME,NH,RI,MT,DE,SD,AK,ND,VT,DC,WY
1996-01-31,162529,99005,123478,104530,128463,97902,93894,89868,105018,112577,168124,122269,141374,160685,116674,112693,93449,83776,155502,97708,106314,145269,85933,100179,85528,75950,132554,65172,158882,79643,74140,69986,77784,165465,151227,,62151,86116,118196,269498,98857,111661,128863,,134411,103567,111474,,120774,191159,
1996-02-29,162305,99031,123196,104636,128453,97840,94009,90191,105178,112796,167804,122216,141382,160685,116656,113015,93632,83984,155502,97849,106136,145746,86039,100291,85852,76106,133040,65270,158678,79809,74139,70018,77934,165601,151190,,62157,86404,118016,268384,98507,111394,128970,,134353,103882,111857,,120592,190179,
1996-03-31,162166,99063,123029,104760,128366,97777,94160,90500,105341,112993,167571,122225,141410,160811,116181,113383,93856,84147,155504,97954,106061,146139,86125,100330,86096,76236,133465,65426,158925,79961,74215,70097,78093,165883,151328,,62160,86478,117944,267394,98292,111212,128972,,134295,103679,112189,,120345,189336,
1996-04-30,161896,99191,122776,104991,128431,97677,94476,91161,105695,113400,167133,122206,141480,161031,115771,114054,94293,84471,155562,98254,105983,146935,86247,100538,86606,76532,134320,65687,159093,80262,74308,70208,78360,166375,151462,,62172,86876,117769,265328,97801,110939,128992,,134153,103445,112889,,119897,187925,
1996-05-31,161722,99334,122674,105213,128349,97583,94802,91814,106049,113800,166792,122162,141616,161270,115850,114682,94750,84734,155708,98609,106060,147632,86314,100692,86902,76791,135152,65959,159218,80491,74459,70337,78538,167034,151719,,62176,87143,117646,262954,97438,110991,128832,,134278,102915,113383,,119435,186833,
1996-06-30,161589,99453,122606,105457,128468,97541,95102,92481,106424,114254,166487,122105,141958,161518,116310,115250,95219,84974,155828,99105,106292,148324,86419,100954,87173,77055,135995,66161,159279,80695,74593,70454,78710,167560,151873,,62188,87583,117491,260294,97068,111232,128564,,134556,102679,113840,,118897,186039,
1996-07-31,161514,99545,122524,105690,128492,97510,95364,93086,106773,114734,166270,122062,142358,161891,116682,115773,95704,85188,155892,99601,106546,148994,86566,101109,87340,77317,136842,66366,159355,80849,74779,70609,78851,168060,152116,,62191,87931,117351,257683,96804,111593,128317,,135035,102452,114183,,118343,185348,
1996-08-31,161519,99661,122445,105898,129354,97555,95658,93644,107124,115204,166210,122130,142843,162396,116378,116252,96173,85423,155857,100078,106936,149688,86784,101304,87656,77591,137650,66539,159591,81024,74920,70779,79058,168459,152562,,62172,88316,117319,255924,96625,111879,128245,,135426,102199,114433,,117873,184722,
1996-09-30,161568,99814,122401,106045,130450,97587,95962,94161,107468,115614,166251,122251,143243,162879,116158,116711,96579,85687,155915,100485,107278,150353,86914,101397,87944,77860,138418,66698,159459,81182,75046,70943,79225,168899,153043,,62100,88683,117324,254575,96553,112131,128430,,135913,101964,114561,,117561,184344,
1996-10-31,161743,99991,122407,106200,132255,97675,96271,94672,107843,116102,166353,122426,143729,163464,115115,117172,96948,86018,156010,100896,107702,150986,87042,101613,88334,78096,139268,66845,159316,81455,75327,71125,79455,169323,153493,,62062,89125,117392,253270,96607,112413,128615,,136360,101677,114514,,117481,183806,
1996-11-30,161945,100209,122444,106372,132197,97778,96578,95236,108233,116646,166430,122566,144308,164024,114097,117603,97332,86341,156139,101330,108143,151603,87140,101848,88635,78403,140155,67033,159094,81813,75666,71283,79695,169858,153719,,62092,89682,117472,251735,96647,112735,128736,,136702,101713,114441,,117466,183602,
1996-12-31,162223,100447,122527,106583,131848,97915,96894,95847,108657,117227,166535,122712,144969,164628,112725,118004,97730,86638,156267,101766,108612,152217,87326,102148,89021,78726,141071,67275,159189,82235,76008,71485,79948,170388,154076,,62178,90181,117645,250474,96678,113178,128786,,136879,101593,114431,,117537,183339,
1997-01-31,162265,100466,122478,106617,130906,98016,97199,96493,109004,117796,166793,122796,145525,164747,111995,118354,98068,86863,156212,102172,109013,152820,87428,102449,89399,79041,141902,67470,158821,82426,76134,71695,80189,170827,154408,,62524,90677,117966,249674,97070,113623,128921,,137037,102887,114903,,118488,183297,
1997-02-28,162373,100461,122700,106711,131271,98124,97506,97084,109401,118352,167177,122961,146120,164978,111224,118738,98453,87018,156179,102531,109540,153321,87547,102783,89737,79274,142698,67681,158951,82500,76225,71994,80440,171169,154912,,62879,91043,118442,249006,97658,114255,128890,,137359,103702,115452,,119206,183712,
1997-03-31,162560,100443,122938,106814,131754,98287,97794,97702,109825,118958,167655,123077,146784,165142,111035,119042,98849,87202,156120,102956,110142,153866,87664,103186,89998,79509,143574,67824,158435,82473,76340,72249,80681,171363,155210,,63274,91555,118857,247925,98265,114940,128934,,137857,104635,115948,,119899,184412,
1997-04-30,163038,100575,123248,107139,131997,98509,98088,98249,110330,119524,168053,123269,147695,165689,110557,119377,99315,87424,156210,103306,110807,154507,88012,103503,90255,79724,144470,68045,158483,82516,76544,72559,80941,171675,155725,,63464,91779,119218,246625,98602,115606,128969,,138490,104426,115925,,119575,185208,
1997-05-31,163603,100663,123350,107440,132475,98783,98392,98829,110805,120056,168498,123421,148627,166320,110436,119726,99720,87730,156217,103681,111310,155247,88453,103873,90637,80003,145306,68245,158414,82648,76770,72796,81295,172030,156101,,63613,92090,119630,245657,98876,115998,129397,,138852,104906,116219,,119583,185489,
1997-06-30,164199,100792,123482,107711,132634,99036,98732,99326,111235,120493,169018,123601,149280,167027,110499,120074,100072,88047,156328,103883,111713,155933,88889,104193,91034,80293,146054,68541,158550,82803,76944,73002,81623,172585,156460,,63736,92283,120208,245254,99241,116200,129901,,139008,105160,116195,,119830,185632,
1997-07-31,164926,100924,123740,107972,132741,99314,99098,99912,111703,120884,169540,123831,149884,167663,110826,120413,100409,88391,156533,104112,112139,156522,89231,104666,91487,80618,146731,68829,158751,83020,77009,73118,82022,173131,156673,,63816,92707,120813,244927,99569,116342,130352,,138978,105497,116350,,120231,185952,
1997-08-31,165700,101103,123986,108249,131196,99450,99414,100577,112218,121369,169961,124013,150337,168336,111163,120751,100754,88717,156818,104324,112549,157095,89540,105148,91882,80929,147401,69158,158809,83180,77147,73256,82326,173620,156661,,63983,93158,121279,244047,99815,116637,130535,,139067,105639,116532,,120357,186154,
1997-09-30,166565,101288,124228,108569,129165,99616,99716,101307,112783,121953,170316,124228,150890,169098,110858,121141,101181,89041,156936,104605,113011,157728,89943,105859,92342,81250,148069,69499,159367,83351,77368,73459,82676,174022,156792,,64158,93661,121686,243062,100034,117118,130429,,139006,106243,117074,,120387,186123,
1997-10-31,167344,101540,124396,108858,125959,99719,99993,102037,113322,122407,170640,124381,151467,169896,111599,121525,101616,89262,157054,104932,113477,158469,90396,106517,92691,81604,148516,69864,159864,83384,77888,73666,82919,174496,156946,,64399,94106,122038,242501,100110,117715,130398,,139026,106838,117726,,120202,186081,
1997-11-30,168248,101768,124755,109195,126036,99921,100290,102686,113846,122782,171096,124651,152081,170692,112209,121955,102054,89478,157170,105158,113959,159262,90889,107244,93144,81900,148957,70208,160395,83270,78316,73978,83110,174705,157385,,64623,94492,122347,242353,100418,118385,130518,,139143,106965,118055,,120247,186401,
1997-12-31,169278,102009,125138,109531,126832,100146,100601,103255,114376,123118,171589,124872,152826,171665,113188,122422,102468,89696,157246,105395,114540,160043,91332,107875,93543,82195,149307,70520,160602,83093,78759,74241,83309,174939,157741,,64905,95036,122551,242039,100796,119010,130793,,139495,107296,118381,,120224,187275,
1998-01-31,170704,102490,125901,110250,128871,100464,100973,103836,115115,123550,172000,125241,153999,173158,113332,123036,103097,90000,157471,105568,115222,160882,91908,108465,93948,82629,149962,70955,161657,83226,79077,74607,83568,175338,158323,,64842,95764,122580,241055,100635,119705,131107,,139886,106329,118014,,118730,188635,
1998-02-28,172284,102950,126336,110849,128977,100758,101385,104451,115787,123923,172358,125524,155197,174692,113419,123597,103697,90325,157690,105908,115893,161631,92401,108908,94281,83120,150477,71364,162436,83497,79566,74815,83770,176093,158848,,64670,96446,122439,239980,100251,120457,131477,,140167,104941,117706,,117471,189498,
1998-03-31,173799,103404,126751,111384,129147,100989,101781,105053,116384,124260,172590,125836,156370,176263,113585,124124,104241,90620,158052,106270,116486,162366,92871,109409,94707,83646,150900,71764,163554,83895,79900,75042,83911,176868,159390,,64448,96985,122334,239526,99742,121254,131796,,140371,103596,117397,,116471,190063,
1998-04-30,175092,103529,126817,111505,129372,101124,102116,105622,116756,124609,172923,126006,157025,177463,113999,124539,104541,90906,158198,106721,116926,162905,93141,109864,95043,84053,151140,72025,163872,84204,80156,75118,84027,177359,159605,128047,64406,96717,122295,239811,99811,122041,132008,,140557,103708,117861,,117280,190007,123922
1998-05-31,176260,103738,127027,111699,129567,101240,102439,106172,117241,125100,173177,126400,157727,178645,112440,124975,104865,91211,158327,107021,117471,163552,93401,110494,95737,84471,151511,72317,164498,84532,80321,75318,84255,177461,159744,128098,64552,96717,122289,240784,99965,122724,132055,,140620,104127,118224,,117742,190600,123691
1998-06-30,177469,103948,127238,111852,129758,101333,102782,106799,117796,125649,173477,126797,158470,179861,109593,125447,105208,91544,158344,107275,117929,164200,93652,111008,96459,84859,151963,72612,165030,84841,80744,75624,84568,177501,160151,128117,64746,96784,122208,242053,100171,123467,132205,,140734,104695,119219,,118136,191291,123704
1998-07-31,178564,104252,127324,112067,130305,101432,103178,107434,118392,126216,173767,127179,159398,180968,106506,126022,105510,91890,158334,107509,118555,165161,94036,111645,97364,85201,152472,72916,165484,85162,81177,76015,84884,177538,160460,128070,65078,97553,122245,243553,100365,124285,132477,,140752,105311,120270,,118443,191824,123808
1998-08-31,179755,104484,127658,112372,131772,101682,103583,108045,118972,126662,174181,127474,160523,182113,105532,126686,105839,92151,158465,107848,119156,166215,94341,112232,97966,85537,153018,73266,165981,85501,81678,76370,85200,177680,160780,127968,65362,98166,122313,244281,100752,125322,132952,,140934,106198,121333,,119232,192923,124304
1998-09-30,181052,104702,128078,112848,133773,101976,103995,108664,119529,127079,174722,127668,161912,183369,105587,127316,106208,92349,158706,108276,120067,167414,94738,112761,98520,85882,153452,73657,166578,85864,82047,76652,85541,177856,160849,127901,65789,98776,122497,244526,101226,126396,133491,,141263,106313,122010,,119919,194340,124745
1998-10-31,182423,104769,128752,113407,136337,102325,104448,109301,120108,127559,175440,127917,163096,184711,105884,127932,106665,92602,158873,108629,120919,168522,95080,113125,99036,86262,154010,74056,167430,86136,81516,76911,85915,177921,161118,127903,66042,99374,122638,244143,101876,127450,134042,,141681,106480,122594,,120575,196727,125204
1998-11-30,183684,104803,129141,113816,137586,102506,104877,109941,120717,128017,176096,128120,164110,186290,106131,128513,107025,92940,158924,109062,121766,169536,95426,113343,99548,86555,154374,74346,168431,86454,80925,77052,86346,178171,161428,127941,66121,99915,122852,243855,102238,128317,134411,,142248,106867,123860,,120812,197936,125544
1998-12-31,184756,104808,129544,114138,138361,102606,105236,110596,121287,128454,176793,128485,164860,187559,106547,129108,107365,93335,159093,109458,122506,170605,95678,113605,99929,86820,154915,74548,169270,86812,80336,77170,86727,178287,161623,127932,65973,100441,123054,243517,102646,129122,134772,,142886,107515,124924,,121163,198521,125881
1999-01-31,186017,105031,129735,114242,138308,102667,105501,111107,121746,128769,177421,128813,165265,189361,106603,129506,107457,93718,159499,110034,123406,171643,95956,114007,100298,86874,155037,74674,169803,87207,80610,77106,87047,178314,161479,127936,65760,100817,123230,243499,103209,129862,134905,,143519,106728,126262,,122039,197879,126132
1999-02-28,187352,105526,130171,114471,138918,102801,105784,111752,122237,129177,178233,129213,165736,191253,106592,129931,107554,94147,160090,110608,124554,173011,96273,114566,100651,87052,155288,74910,170186,87614,80911,77136,87402,178229,161320,127932,65678,101280,123526,243599,104005,130681,135296,,144164,107340,127056,,122968,197865,126371
1999-03-31,188751,106204,130641,114746,139537,102985,106130,112369,122829,129568,179165,129634,166263,193436,106353,130426,107646,94599,160593,111205,125867,174458,96632,115110,101073,87230,155419,75187,170862,87975,81321,77145,87804,178283,161341,127905,65545,102153,123779,243456,104927,131695,135683,,144743,108740,127924,,123637,198301,126828
1999-04-30,190014,106959,131382,115229,140274,103229,106486,113141,123558,130048,180222,130220,167263,195498,106150,131095,107954,94991,161062,111805,127239,176077,96906,115790,101614,87634,155807,75546,171876,88381,81735,77335,88319,178471,161593,127901,65652,105562,124077,242989,105779,133055,136405,,145394,110916,128382,,123849,199633,127316
1999-05-31,191331,107658,132185,115720,140913,103458,106778,113866,124255,130414,181388,130764,168080,197530,106555,131785,108303,95303,161451,112341,128581,177638,97237,116311,101983,87964,156161,75867,173045,88713,81944,77512,88711,178241,162032,127853,65689,108779,124112,242150,106634,134514,137157,,146115,111651,128910,,124338,201159,127878
1999-06-30,192888,108352,133043,116385,141849,103731,107047,114688,124966,130769,182553,131449,169201,199513,107470,132672,108737,95617,161904,112904,130087,179539,97505,116889,102366,88305,156474,76216,174134,89090,81829,77709,89075,178003,162584,127781,65802,111490,124137,240902,107614,136096,138232,,146888,111686,129331,,125021,202645,128342
1999-07-31,194540,109016,134182,117078,142819,104008,107330,115482,125703,131149,183842,132078,170098,201863,108371,133489,109203,95927,162420,113412,131367,181306,97736,117310,102643,88616,156783,76582,175260,89401,81890,77923,89352,177858,163631,127752,65898,111836,123970,239635,108740,137510,139370,,147739,111519,129404,,125841,204506,128743
1999-08-31,196007,109582,135096,117699,143748,104261,107668,116280,126383,131528,184911,132691,171069,203650,107733,134271,109634,96410,162926,113869,132356,182831,98010,117724,103044,88937,157095,76872,176251,89768,81795,78085,89680,178354,164534,127968,65923,112315,123953,239189,109691,138666,140401,,148428,111809,129723,,126416,206302,128774
1999-09-30,197325,110051,135998,118140,144401,104527,108021,117032,127076,131934,185926,133326,171842,205513,106753,134940,109947,96902,163443,114272,133093,183985,98288,118052,103407,89232,157774,77116,177227,90115,81867,78226,90006,178813,165360,128195,65889,112801,123906,239258,110349,139661,141268,,149069,112190,130002,,127100,208044,128849
1999-10-31,198870,110597,136631,118525,145161,104772,108387,117765,127748,132290,186843,133998,172919,206995,105189,135586,110197,97299,164056,114722,133977,185234,98591,118444,103675,89533,158397,77333,178159,90633,82055,78333,90347,179317,165861,128454,65835,113296,124027,239869,110865,140559,142058,,149626,113019,130929,,127777,209489,128795
1999-11-30,200742,111196,137341,119046,145615,105096,108769,118503,128439,132726,188092,134726,174065,208724,104073,136238,110528,97566,164895,115348,135289,186757,98960,118950,104020,89907,159128,77660,179257,91201,82539,78464,90730,179727,166485,128548,65922,113725,124229,240789,111711,142040,143319,,150234,113667,131473,,128669,211476,129189
1999-12-31,202806,111798,137979,119617,146121,105484,109239,119247,129100,133188,189474,135437,175115,210834,102697,136809,110856,97876,165693,116047,136690,188404,99312,119524,104428,90286,159442,78051,180575,91591,82988,78643,91156,180319,167133,128739,66050,114102,124515,242094,112639,143663,144668,,150838,114002,132061,,129529,214043,129602
2000-01-31,204818,112190,138602,120219,146794,105923,109784,120124,129734,133651,190994,136208,176072,212887,102080,137550,111191,98346,166414,116753,138049,190163,99596,120052,104961,90673,159859,78404,181928,91959,83171,78837,91596,180878,167927,128844,66333,114238,124841,243955,113749,145618,146268,,151509,115423,131738,,130658,217209,130289
2000-02-29,206741,112474,139487,120829,147904,106439,110324,120900,130482,134199,192412,137114,177041,215281,101935,138300,111530,98823,166878,117232,139326,191939,99859,120633,105533,90966,160364,78656,183563,92328,83302,79147,91902,181444,168589,128959,66654,114491,125033,245334,114838,147281,147735,,152238,116008,131363,,131640,219860,130775
2000-03-31,208715,112645,140515,121516,149015,106944,110773,121734,131287,134752,193824,137995,177978,217366,101900,139107,111870,99294,167418,117705,140470,193680,100130,121179,106016,91259,161082,78961,185096,92883,83444,79468,92183,181908,169307,129127,67018,115716,125201,246954,115914,148949,149296,,153011,116036,130769,,132722,222119,131008
2000-04-30,210833,112835,141673,122254,150009,107436,111242,122495,132179,135355,195226,138813,178902,219528,101574,139860,112233,99818,167931,118013,141779,195594,100522,121750,106448,91538,161853,79290,186496,93311,83616,79833,92389,182487,170050,129321,67232,116127,125334,248097,116873,150049,150763,,153822,115070,130781,,133465,223775,131153
2000-05-31,213136,112873,142689,122955,150971,107918,111792,123341,133010,135909,196568,139519,179919,221700,101541,140623,112532,100392,168654,118501,143039,197509,100870,122207,106793,91850,162430,79692,187449,93734,83957,80055,92719,184146,170778,129538,67377,116283,125719,249616,117614,151177,152109,,154638,114740,130974,,134272,225359,131698
2000-06-30,215530,112908,143681,123596,151885,108366,112387,124131,133834,136457,197980,140167,180719,223920,101689,141190,112783,100951,169339,118983,144391,199468,101265,122679,107174,92150,162955,80025,188481,94078,84421,80231,93051,185583,171377,129751,67557,115473,126165,251163,118350,152227,152999,,155468,114788,131267,,134949,227362,132347
2000-07-31,218001,112902,144434,124209,152731,108807,112892,124992,134627,136956,199409,140948,181618,226217,102144,141814,113044,101533,170075,119575,145807,201358,101584,123094,107519,92493,163353,80368,189657,94464,84770,80358,93484,186961,171694,130099,67748,115561,126599,252543,119037,153712,153817,,156299,114887,131930,,135630,229081,132902
2000-08-31,220638,113088,145128,124832,153680,109186,113345,125797,135476,137421,201052,141857,182282,229006,102650,142397,113288,102142,170681,120156,147751,203509,101910,123616,107891,92894,163805,80681,190881,94768,85132,80594,93912,187203,172132,130191,68037,115776,126946,254066,119919,155423,154544,,157096,114833,132616,,136407,230449,133382
2000-09-30,223367,113335,145787,125533,154681,109582,113791,126552,136326,137876,202752,142830,182975,232012,103094,143132,113604,102761,171360,120731,149597,205861,102212,124201,108332,93343,164123,80976,192107,95126,85430,80887,94326,187683,172758,130282,68298,115959,127228,255368,120948,157217,155506,,157851,115218,133685,,137277,231328,133984
2000-10-31,226008,113586,146578,126280,155694,110005,114224,127271,137209,138354,204450,143770,183494,235095,103698,143806,113879,103423,172157,121300,151438,208241,102535,124777,108885,93755,164499,81277,193278,95510,85920,81229,94749,188125,173501,130255,68630,116123,127501,256759,122025,159332,156453,,158563,115320,134523,,138278,231303,134834
2000-11-30,228638,113882,147554,127085,156729,110505,114668,128066,138101,138910,206048,144751,184130,237994,104288,144474,114219,104153,172988,121799,152860,210549,102872,125329,109469,94194,164906,81634,194560,95853,86397,81684,95108,188723,174294,130497,69097,116329,127787,257619,123129,161186,157526,,159410,115271,135474,,139190,231601,135136
2000-12-31,231294,114205,148588,127915,157809,111039,115093,128892,139083,139476,207625,145800,184899,240965,104939,145173,114625,104820,173897,122304,154562,212826,103303,125772,110081,94662,165475,82040,195853,96297,87024,82170,95512,189296,175028,130796,69690,116490,128081,258586,124311,163087,158774,,160149,115265,136518,,140108,231795,135433
2001-01-31,233846,114427,149650,128776,158838,111567,115516,129622,140087,140083,209237,146901,185825,243938,105402,145893,115140,105325,174673,122775,156169,215235,103824,126332,110733,95251,166151,82494,197270,96668,87534,82750,96017,189875,175868,131235,70349,116852,128573,259534,125593,164756,160207,,160980,115520,140012,,140879,232804,135499
2001-02-28,236495,114417,150506,129672,159733,112038,115897,130258,140921,140508,211058,147843,186703,246767,105497,146611,115526,105734,175576,123364,157754,217378,104234,126796,111263,95769,166701,82912,198590,97084,87878,83051,96692,190295,176881,131741,70643,116957,129008,260562,126734,166778,161606,137997,161657,115641,144396,,141855,233934,136095
2001-03-31,239262,114250,151357,130580,160644,112534,116307,130861,141651,140894,212898,148833,187525,249659,105614,147278,115888,106276,176444,123965,159437,219402,104600,127303,111796,96282,167250,83262,199929,97394,88128,83319,97402,190575,177837,132193,70887,114345,129654,261426,127821,168708,163138,138638,162439,116076,149534,,142842,235721,136659
2001-04-30,242185,114150,152186,131504,161623,113042,116705,131473,142282,141201,214874,149792,188278,252637,105808,147905,116162,106908,177523,124682,161182,221171,104852,127624,112258,96701,167649,83563,201360,97733,88402,83454,98049,190777,178709,132639,71023,111219,130164,262561,128745,170858,164740,138761,163134,116472,152727,,143920,237871,137364
2001-05-31,244809,114237,153112,132453,162745,113498,117073,132099,142999,141544,216813,150875,188928,255653,106069,148533,116471,107576,178474,125308,162786,222919,105110,128049,112561,97155,168110,83824,202878,98055,88716,83748,98729,190567,179540,133039,71363,108298,130606,264150,129984,173176,166352,139178,163875,117281,155574,,144869,239776,138247
2001-06-30,247124,114345,154051,133422,163820,113939,117383,132643,143675,141870,218801,151887,189639,258836,106221,149144,116735,108230,179525,125934,164340,224436,105349,128463,112881,97608,168556,84105,204310,98411,89015,84029,99357,190526,180489,133715,71628,108153,130844,265853,131188,175494,168033,139406,164564,117581,157993,,145819,241191,139156
2001-07-31,249176,114474,155045,134468,164808,114383,117728,133173,144356,142145,220764,152923,190230,261930,106280,149700,116963,108862,180534,126523,165929,225989,105634,128927,113173,98017,169103,84355,205631,98780,89230,84333,99888,190459,181519,134333,71861,108364,131223,267532,132469,177681,169732,139891,165233,117957,160233,,146802,242798,140053
2001-08-31,251191,114522,156077,135547,165746,114876,118091,133718,145029,142487,222653,153912,190968,265191,106547,150241,117263,109423,181731,127109,167575,227557,105889,129265,113813,98341,169750,84658,207478,99204,89539,84583,100360,190911,182627,135001,72072,108491,131692,268701,133547,179574,171675,140431,165969,118022,161924,,147659,244966,140446
2001-09-30,253249,114628,157101,136687,166761,115363,118452,134340,145679,142813,224634,154959,191650,268021,106769,150832,117552,109971,182965,127704,169329,228970,106165,129564,114355,98608,170353,84972,209472,99632,89787,84791,100776,191276,183752,135526,72288,108594,132200,269905,134688,181533,173557,140815,166817,117956,163239,,148512,247486,140775
2001-10-31,255408,114752,158210,137838,167846,115847,118795,134914,146296,143170,226753,156024,192461,270986,107111,151498,117872,110541,184173,128258,171118,230181,106468,129879,114864,98875,170950,85284,211533,99984,90131,84917,101219,191763,184857,135967,72505,108658,132650,271128,135827,183234,175883,141152,167756,118081,164374,,149360,250286,141096
2001-11-30,257545,114841,159355,138972,168942,116404,119109,135420,146871,143400,228901,157196,193178,273867,107249,152239,118097,111152,185481,128852,172846,231142,106721,130185,115186,99126,171462,85517,213063,100319,90315,84991,101446,191996,185761,136354,72620,108717,132965,272588,137120,185028,178051,141605,168685,118423,165723,,150509,252650,141734
2001-12-31,259695,114928,160555,140079,169898,116947,119403,135873,147414,143594,231028,158352,194118,276678,107494,152917,118254,111806,186834,129446,174177,232022,106885,130516,115457,99366,172096,85721,214512,100663,90446,85039,101715,192123,186795,136611,72693,108777,133321,274373,138294,186837,180425,142208,169662,118800,167152,,151671,255205,142490
2002-01-31,261878,115039,161774,141162,170792,117527,119677,136393,147918,143758,233173,159546,194857,279369,107503,153524,118384,112478,188404,130089,175408,232590,106979,130729,115627,99553,172730,85924,215967,100956,90559,85144,101930,192181,187745,136933,72741,108837,133519,275734,139531,188732,182466,142949,170605,118886,167566,,152929,257558,143300
2002-02-28,264237,115279,162976,142198,171725,118102,119952,136929,148468,143957,235425,160774,195640,281866,107605,154066,118581,113185,189975,130722,176603,233252,107153,130880,115932,99787,173408,86198,217702,101209,90700,85344,102207,192157,188707,137237,72943,108919,133827,277455,140849,190478,184657,143505,171608,119227,167528,,154020,260324,143847
2002-03-31,266667,115630,164055,143219,172830,118730,120256,137486,148979,144186,237778,162004,196250,284544,107586,154688,118803,113792,191661,131299,177830,233965,107315,131027,116324,100011,173998,86448,219511,101432,90852,85578,102549,192377,189596,137722,73187,109896,134040,279079,142330,192085,186764,143671,172637,119476,167219,,155178,262589,144387
2002-04-30,269295,116055,165170,144257,173780,119378,120554,137944,149505,144370,240114,163286,196789,287206,107657,155309,118993,114349,193344,131850,178943,234762,107497,131270,116886,100258,174584,86700,221397,101819,90895,85819,103005,192497,190677,138123,73441,110864,134196,281127,144041,194001,189111,144056,173682,119862,167934,,156321,265083,144779
2002-05-31,272110,116484,166301,145340,174780,120014,120861,138290,149990,144605,242497,164490,197184,290077,107732,155902,119189,114861,195244,132338,180312,235607,107722,131558,117855,100460,175256,86933,223386,102278,91042,86054,103080,192496,191670,138568,73614,111866,134343,282604,145397,195624,191701,144688,174657,120144,168524,,157352,267784,144038
2002-06-30,275404,116976,167538,146460,175732,120639,121159,138637,150486,144822,244983,165822,197562,293098,107912,156570,119403,115405,197131,132831,181610,236342,107973,131810,118593,100677,176005,87191,225586,102779,91238,86324,103074,192374,192563,138633,73794,111955,134602,284288,146778,197525,194432,145565,175724,120701,169019,,158375,270925,143118
2002-07-31,279136,117461,168812,147575,176921,121289,121471,138935,150944,145103,247632,167089,198120,296553,108065,157251,119649,115963,199140,133273,182955,237046,108238,132069,119322,100931,176730,87471,227905,103161,91620,86608,102924,192323,193168,138810,73996,112028,134894,286634,148004,199347,197321,146190,176843,121135,169233,,159293,273906,142341
2002-08-31,283092,117961,170130,148747,178062,122069,121759,139280,151334,145320,250725,168447,198701,299919,108089,158019,119835,116491,201143,133774,184034,237429,108475,132352,119195,101210,177254,87727,230015,103472,91839,86873,102921,192312,193965,139045,74268,112121,135142,289669,149348,201624,200830,146623,178059,121517,169884,,160112,276652,142667
2002-09-30,286977,118385,171430,149892,179148,122864,122052,139558,151729,145534,254111,169790,199342,303479,108134,158626,120030,117073,203157,134285,185157,237932,108713,132650,119284,101489,177817,87984,231797,103709,92129,87153,102861,192176,194557,139491,74554,112264,135387,293516,150625,203840,205008,147263,179142,121890,170529,,160759,279621,143320
2002-10-31,290899,118775,172694,151106,180189,123709,122366,139890,152136,145728,257698,171210,199987,307400,108235,159322,120249,117676,205200,134895,186274,238476,108943,132949,119340,101753,178395,88245,234090,104002,92326,87515,102836,191832,195737,139921,74936,112520,135713,296754,151882,206227,208800,147914,180308,122009,171232,,161354,282848,143750
2002-11-30,295058,119175,174026,152342,181129,124442,122736,140241,152536,145940,261210,172646,200754,311471,108445,160048,120498,118283,207242,135569,187546,238993,109171,133273,119795,102026,179202,88535,236642,104363,92611,87884,103446,191688,197079,140297,75160,112768,136100,300082,153214,208565,212145,148629,181450,122232,171958,,162310,287339,144180
2002-12-31,299350,119566,175476,153753,182241,125239,123118,140617,152865,146155,264724,174104,201272,315439,108632,160926,120769,118813,209478,136298,189010,239253,109431,133612,120259,102280,179995,88806,239266,104744,92860,88256,103999,191553,198843,140598,75345,113065,136365,303068,154618,211020,214885,149210,182754,122584,172756,,163381,292300,144429
